GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,BigBird_Names,BigBird_Notes,Clements_Order,Clements_Family,Reconciliation
1426918,Atlapetes melanolaemus,species,Atlapetes melanolaemus,species,Atlapetes melanolaemus,,Passeriformes,Passerellidae (New World Sparrows),
1536837,Atlapetes melanopsis,species,Atlapetes melanopsis,species,Atlapetes melanopsis,,Passeriformes,Passerellidae (New World Sparrows),
1536891,Atlapetes nationi,species,Atlapetes nationi,species,Atlapetes nationi,,Passeriformes,Passerellidae (New World Sparrows),
1461339,Atlapetes pallidiceps,species,Atlapetes pallidiceps,species,Atlapetes pallidiceps,,Passeriformes,Passerellidae (New World Sparrows),
1398406,Atlapetes pallidinucha,species,Atlapetes pallidinucha,species,Atlapetes pallidinucha,,Passeriformes,Passerellidae (New World Sparrows),
1118513,Atlapetes personatus,species,Atlapetes personatus,species,Atlapetes personatus,,Passeriformes,Passerellidae (New World Sparrows),
2957738,Atlapetes personatus collaris,subspecies,Atlapetes personatus collaris,subspecies,Atlapetes personatus collaris,,Passeriformes,Passerellidae (New World Sparrows),
2912990,Atlapetes personatus duidae,subspecies,Atlapetes personatus duidae,subspecies,Atlapetes personatus duidae,,Passeriformes,Passerellidae (New World Sparrows),
2957740,Atlapetes personatus jugularis,subspecies,Atlapetes personatus jugularis,subspecies,Atlapetes personatus jugularis,,Passeriformes,Passerellidae (New World Sparrows),
2957739,Atlapetes personatus paraquensis,subspecies,Atlapetes personatus paraquensis,subspecies,Atlapetes personatus paraquensis,,Passeriformes,Passerellidae (New World Sparrows),
2957746,Atlapetes personatus personatus,subspecies,Atlapetes personatus personatus,subspecies,Atlapetes personatus personatus,,Passeriformes,Passerellidae (New World Sparrows),
460166,Atlapetes pileatus,species,Atlapetes pileatus,species,Atlapetes pileatus,,Passeriformes,Passerellidae (New World Sparrows),
65367,Atlapetes rufigenis rufigenis,subspecies,Atlapetes rufigenis,species,Atlapetes rufigenis,,Passeriformes,Passerellidae (New World Sparrows),split
65365,Atlapetes rufigenis,species,Atlapetes rufigenis,species,Atlapetes rufigenis,,Passeriformes,Passerellidae (New World Sparrows),
65360,Atlapetes rufinucha,species,Atlapetes rufinucha,species,Atlapetes rufinucha,,Passeriformes,Passerellidae (New World Sparrows),
2957747,Atlapetes rufinucha carrikeri,subspecies,Atlapetes rufinucha carrikeri,subspecies,Atlapetes rufinucha carrikeri,,Passeriformes,Passerellidae (New World Sparrows),
65371,Atlapetes rufinucha rufinucha,subspecies,Atlapetes rufinucha rufinucha,subspecies,Atlapetes rufinucha rufinucha,,Passeriformes,Passerellidae (New World Sparrows),
65372,Atlapetes schistaceus,species,Atlapetes schistaceus,species,Atlapetes schistaceus,,Passeriformes,Passerellidae (New World Sparrows),
65374,Atlapetes schistaceus schistaceus,subspecies,Atlapetes schistaceus schistaceus,subspecies,Atlapetes schistaceus schistaceus,,Passeriformes,Passerellidae (New World Sparrows),
65375,Atlapetes schistaceus taczanowskii,subspecies,Atlapetes schistaceus taczanowskii,group (monotypic),Atlapetes schistaceus taczanowskii,,Passeriformes,Passerellidae (New World Sparrows),
1536846,Atlapetes seebohmi,species,Atlapetes seebohmi,species,Atlapetes seebohmi,,Passeriformes,Passerellidae (New World Sparrows),
2957498,Atlapetes semirufus,species,Atlapetes semirufus,species,Atlapetes semirufus,,Passeriformes,Passerellidae (New World Sparrows),
2957748,Atlapetes semirufus denisei,subspecies,Atlapetes semirufus denisei,subspecies,Atlapetes semirufus denisei,,Passeriformes,Passerellidae (New World Sparrows),
380366,Pselliophorus tibialis,species,Atlapetes tibialis,species,Atlapetes tibialis,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
65376,Atlapetes tricolor,species,Atlapetes tricolor,species,Atlapetes tricolor,,Passeriformes,Passerellidae (New World Sparrows),
65377,Atlapetes tricolor crassus,subspecies,Atlapetes tricolor crassus,group (monotypic),Atlapetes tricolor crassus,,Passeriformes,Passerellidae (New World Sparrows),
194938,Calamospiza melanocorys,species,Calamospiza melanocorys,species,Calamospiza melanocorys,,Passeriformes,Passerellidae (New World Sparrows),
2518007,Centronyx bairdii,species,Centronyx bairdii,species,Centronyx bairdii,,Passeriformes,Passerellidae (New World Sparrows),
2518006,Centronyx henslowii,species,Centronyx henslowii,species,Centronyx henslowii,,Passeriformes,Passerellidae (New World Sparrows),
166059,Chlorospingus canigularis,species,Chlorospingus canigularis,species,Chlorospingus canigularis,,Passeriformes,Passerellidae (New World Sparrows),
633172,Chlorospingus canigularis olivaceiceps,subspecies,Chlorospingus canigularis olivaceiceps,group (monotypic),Chlorospingus canigularis olivaceiceps,,Passeriformes,Passerellidae (New World Sparrows),
633171,Chlorospingus canigularis paulus,subspecies,Chlorospingus canigularis paulus,subspecies,Chlorospingus canigularis paulus,,Passeriformes,Passerellidae (New World Sparrows),
633170,Chlorospingus canigularis signatus,subspecies,Chlorospingus canigularis signatus,subspecies,Chlorospingus canigularis signatus,,Passeriformes,Passerellidae (New World Sparrows),
166060,Chlorospingus flavigularis,species,Chlorospingus flavigularis,species,Chlorospingus flavigularis,,Passeriformes,Passerellidae (New World Sparrows),
633173,Chlorospingus flavigularis flavigularis,subspecies,Chlorospingus flavigularis flavigularis,subspecies,Chlorospingus flavigularis flavigularis,,Passeriformes,Passerellidae (New World Sparrows),
633174,Chlorospingus flavigularis hypophaeus,subspecies,Chlorospingus flavigularis hypophaeus,group (monotypic),Chlorospingus flavigularis hypophaeus,,Passeriformes,Passerellidae (New World Sparrows),
633175,Chlorospingus flavigularis marginatus,subspecies,Chlorospingus flavigularis marginatus,subspecies,Chlorospingus flavigularis marginatus,,Passeriformes,Passerellidae (New World Sparrows),
2690796,Chlorospingus flavopectus,species,Chlorospingus flavopectus,species,Chlorospingus flavopectus,,Passeriformes,Passerellidae (New World Sparrows),
516646,Chlorospingus ophthalmicus albifrons,subspecies,Chlorospingus flavopectus albifrons,group (monotypic),Chlorospingus flavopectus albifrons,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516647,Chlorospingus ophthalmicus argentinus,subspecies,Chlorospingus flavopectus argentinus,group (monotypic),Chlorospingus flavopectus argentinus,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
166062,Chlorospingus ophthalmicus bolivianus,subspecies,Chlorospingus flavopectus bolivianus,group (monotypic),Chlorospingus flavopectus bolivianus,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516648,Chlorospingus ophthalmicus cinereocephalus,subspecies,Chlorospingus flavopectus cinereocephalus,group (monotypic),Chlorospingus flavopectus cinereocephalus,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516649,Chlorospingus ophthalmicus dwighti,subspecies,Chlorospingus flavopectus dwighti,subspecies,Chlorospingus flavopectus dwighti,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516658,Chlorospingus ophthalmicus fulvigularis,species,Chlorospingus flavopectus fulvigularis,group (monotypic),Chlorospingus flavopectus fulvigularis,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
166064,Chlorospingus ophthalmicus hiaticolus,subspecies,Chlorospingus flavopectus hiaticolus,subspecies,Chlorospingus flavopectus hiaticolus,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516650,Chlorospingus ophthalmicus honduratius,subspecies,Chlorospingus flavopectus honduratius,subspecies,Chlorospingus flavopectus honduratius,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516651,Chlorospingus ophthalmicus jaqueti,subspecies,Chlorospingus flavopectus jacqueti,subspecies,Chlorospingus flavopectus jacqueti,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
166061,Chlorospingus ophthalmicus,species,Chlorospingus flavopectus ophthalmicus,group (monotypic),Chlorospingus flavopectus,if including the south american group,Passeriformes,Passerellidae (New World Sparrows),lump
516652,Chlorospingus ophthalmicus ophthalmicus,subspecies,Chlorospingus flavopectus ophthalmicus,group (monotypic),Chlorospingus flavopectus ophthalmicus,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516653,Chlorospingus ophthalmicus peruvianus,subspecies,Chlorospingus flavopectus peruvianus,group (monotypic),Chlorospingus flavopectus peruvianus,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
166063,Chlorospingus ophthalmicus phaeocephalus,subspecies,Chlorospingus flavopectus phaeocephalus,subspecies,Chlorospingus flavopectus phaeocephalus,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
2806506,Chlorospingus flavopectus phaeocephalus,subspecies,Chlorospingus flavopectus phaeocephalus,subspecies,Chlorospingus flavopectus phaeocephalus,,Passeriformes,Passerellidae (New World Sparrows),
516654,Chlorospingus ophthalmicus postocularis,subspecies,Chlorospingus flavopectus postocularis,subspecies,Chlorospingus flavopectus postocularis,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516655,Chlorospingus ophthalmicus punctulatus,subspecies,Chlorospingus flavopectus punctulatus,group (monotypic),Chlorospingus flavopectus punctulatus,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516656,Chlorospingus ophthalmicus regionalis,subspecies,Chlorospingus flavopectus regionalis,subspecies,Chlorospingus flavopectus regionalis,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516657,Chlorospingus ophthalmicus wetmorei,subspecies,Chlorospingus flavopectus wetmorei,subspecies,Chlorospingus flavopectus wetmorei,,Passeriformes,Passerellidae (New World Sparrows),taxonomy
516643,Chlorospingus inornatus,species,Chlorospingus inornatus,species,Chlorospingus inornatus,,Passeriformes,Passerellidae (New World Sparrows),
166065,Chlorospingus parvirostris,species,Chlorospingus parvirostris,species,Chlorospingus parvirostris,,Passeriformes,Passerellidae (New World Sparrows),
633169,Chlorospingus parvirostris medianus,subspecies,Chlorospingus parvirostris medianus,subspecies,Chlorospingus parvirostris medianus,,Passeriformes,Passerellidae (New World Sparrows),
62171,Chlorospingus pileatus,species,Chlorospingus pileatus,species,Chlorospingus pileatus,,Passeriformes,Passerellidae (New World Sparrows),
166066,Chlorospingus semifuscus,species,Chlorospingus semifuscus,species,Chlorospingus semifuscus,,Passeriformes,Passerellidae (New World Sparrows),
2856565,Chlorospingus semifuscus livingstoni,subspecies,Chlorospingus semifuscus livingstoni,subspecies,Chlorospingus semifuscus livingstoni,,Passeriformes,Passerellidae (New World Sparrows),
2856564,Chlorospingus semifuscus semifuscus,subspecies,Chlorospingus semifuscus semifuscus,subspecies,Chlorospingus semifuscus semifuscus,,Passeriformes,Passerellidae (New World Sparrows),
